varos,sorszam,valasztokorzet,szavazat_tipus,ervenyes_szavazolapok,ervenytelen_szavazolapok,ervenytelen_arany
Miskolc,067,"Miskolc - 067",L,441,0,0.0
Miskolc,070,"Miskolc - 070",J,543,0,0.0
Miskolc,071,"Miskolc - 071",L,442,0,0.0
Miskolc,082,"Miskolc - 082",J,651,0,0.0
Miskolc,109,"Miskolc - 109",J,437,0,0.0
Miskolc,111,"Miskolc - 111",L,499,0,0.0
Miskolc,112,"Miskolc - 112",J,477,0,0.0
Miskolc,121,"Miskolc - 121",J,608,0,0.0
Miskolc,132,"Miskolc - 132",L,491,0,0.0
Miskolc,146,"Miskolc - 146",L,803,0,0.0
Miskolc,158,"Miskolc - 158",L,495,0,0.0
Nagyhuta,001,"Nagyhuta - 001",L,37,0,0.0
"Nyésta",001,"Nyésta - 001",L,17,0,0.0
"Nyomár",001,"Nyomár - 001",J,166,0,0.0
"Ormosbánya",002,"Ormosbánya - 002",L,314,0,0.0
"Ózd",020,"Ózd - 020",L,363,0,0.0
"Ózd",027,"Ózd - 027",L,313,0,0.0
"Ózd",037,"Ózd - 037",J,102,0,0.0
"Ózd",037,"Ózd - 037",L,102,0,0.0
"Pamlény",001,"Pamlény - 001",J,26,0,0.0
"Pamlény",001,"Pamlény - 001",L,26,0,0.0
"Pányok",001,"Pányok - 001",J,39,0,0.0
"Pányok",001,"Pányok - 001",L,39,0,0.0
Perecse,001,"Perecse - 001",J,18,0,0.0
Perecse,001,"Perecse - 001",L,18,0,0.0
Pusztafalu,001,"Pusztafalu - 001",L,141,0,0.0
"Regéc",001,"Regéc - 001",L,57,0,0.0
"Répáshuta",001,"Répáshuta - 001",J,289,0,0.0
"Sajósenye",001,"Sajósenye - 001",J,219,0,0.0
"Sajószentpéter",010,"Sajószentpéter - 010",L,772,0,0.0
"Sárospatak",002,"Sárospatak - 002",J,405,0,0.0
"Sárospatak",005,"Sárospatak - 005",L,460,0,0.0
"Sárospatak",010,"Sárospatak - 010",L,500,0,0.0
"Sárospatak",011,"Sárospatak - 011",J,463,0,0.0
"Sárospatak",013,"Sárospatak - 013",J,295,0,0.0
"Sárospatak",013,"Sárospatak - 013",L,293,0,0.0
"Sátoraljaújhely",018,"Sátoraljaújhely - 018",J,355,0,0.0
Sima,001,"Sima - 001",J,27,0,0.0
Sima,001,"Sima - 001",L,27,0,0.0
"Sóstófalva",001,"Sóstófalva - 001",J,121,0,0.0
"Szakácsi",001,"Szakácsi - 001",L,69,0,0.0
"Szászfa",001,"Szászfa - 001",J,54,0,0.0
"Szászfa",001,"Szászfa - 001",L,54,0,0.0
Szegilong,001,"Szegilong - 001",L,134,0,0.0
Szerencs,002,"Szerencs - 002",J,518,0,0.0
Szerencs,004,"Szerencs - 004",L,577,0,0.0
Szerencs,008,"Szerencs - 008",L,602,0,0.0
"Szikszó",002,"Szikszó - 002",L,519,0,0.0
Teresztenye,001,"Teresztenye - 001",L,16,0,0.0
"Tiszabábolna",001,"Tiszabábolna - 001",L,209,0,0.0
Tiszadorogma,001,"Tiszadorogma - 001",L,244,0,0.0
Tiszakeszi,002,"Tiszakeszi - 002",J,405,0,0.0
"Tiszaújváros",003,"Tiszaújváros - 003",L,175,0,0.0
"Tiszaújváros",011,"Tiszaújváros - 011",L,552,0,0.0
"Tiszaújváros",015,"Tiszaújváros - 015",J,606,0,0.0
Tornabarakony,001,"Tornabarakony - 001",J,13,0,0.0
Tornabarakony,001,"Tornabarakony - 001",L,13,0,0.0
"Tornakápolna",001,"Tornakápolna - 001",J,22,0,0.0
"Tornakápolna",001,"Tornakápolna - 001",L,22,0,0.0
Trizs,001,"Trizs - 001",J,135,0,0.0
"Varbóc",001,"Varbóc - 001",J,37,0,0.0
"Varbóc",001,"Varbóc - 001",L,37,0,0.0
Vatta,001,"Vatta - 001",L,512,0,0.0
"Viszló",001,"Viszló - 001",J,42,0,0.0
"Viszló",001,"Viszló - 001",L,42,0,0.0
"Gibárt",001,"Gibárt - 001",J,216,0,0.0
"Gibárt",001,"Gibárt - 001",L,216,0,0.0
"Hódmezővásárhely",010,"Hódmezővásárhely - 010",L,582,0,0.0
"Hódmezővásárhely",019,"Hódmezővásárhely - 019",L,626,0,0.0
"Hódmezővásárhely",024,"Hódmezővásárhely - 024",L,387,0,0.0
"Hódmezővásárhely",032,"Hódmezővásárhely - 032",J,495,0,0.0
"Hódmezővásárhely",037,"Hódmezővásárhely - 037",L,698,0,0.0
"Hódmezővásárhely",046,"Hódmezővásárhely - 046",J,178,0,0.0
"Hódmezővásárhely",047,"Hódmezővásárhely - 047",J,204,0,0.0
"Királyhegyes",002,"Királyhegyes - 002",J,23,0,0.0
"Királyhegyes",002,"Királyhegyes - 002",L,23,0,0.0
Kiszombor,003,"Kiszombor - 003",J,511,0,0.0
"Klárafalva",001,"Klárafalva - 001",L,230,0,0.0
"Mórahalom",008,"Mórahalom - 008",J,208,0,0.0
"Mórahalom",008,"Mórahalom - 008",L,208,0,0.0
"Mórahalom",009,"Mórahalom - 009",L,122,0,0.0
"Ópusztaszer",004,"Ópusztaszer - 004",J,91,0,0.0
"Röszke",003,"Röszke - 003",J,290,0,0.0
"Sándorfalva",009,"Sándorfalva - 009",J,234,0,0.0
"Sándorfalva",009,"Sándorfalva - 009",L,234,0,0.0
Szeged,008,"Szeged - 008",J,766,0,0.0
Szeged,107,"Szeged - 107",J,958,0,0.0
Szeged,120,"Szeged - 120",J,1057,0,0.0
Szeged,203,"Szeged - 203",J,801,0,0.0
Szeged,409,"Szeged - 409",J,1009,0,0.0
Szentes,012,"Szentes - 012",L,91,0,0.0
Szentes,013,"Szentes - 013",J,69,0,0.0
Szentes,013,"Szentes - 013",L,69,0,0.0
Szentes,031,"Szentes - 031",J,99,0,0.0
"Bakonykúti",001,"Bakonykúti - 001",J,89,0,0.0
"Bakonykúti",001,"Bakonykúti - 001",L,89,0,0.0
Baracska,001,"Baracska - 001",L,783,0,0.0
Baracska,003,"Baracska - 003",J,93,0,0.0
Baracska,003,"Baracska - 003",L,93,0,0.0
"Bodmér",001,"Bodmér - 001",J,166,0,0.0
"Bodmér",001,"Bodmér - 001",L,166,0,0.0
Csabdi,001,"Csabdi - 001",L,610,0,0.0
"Csákvár",003,"Csákvár - 003",J,662,0,0.0
"Dunaújváros",026,"Dunaújváros - 026",J,506,0,0.0
"Dunaújváros",027,"Dunaújváros - 027",L,430,0,0.0
"Előszállás",002,"Előszállás - 002",J,304,0,0.0
Ercsi,007,"Ercsi - 007",J,146,0,0.0
Etyek,004,"Etyek - 004",J,70,0,0.0
Etyek,004,"Etyek - 004",L,70,0,0.0
Igar,002,"Igar - 002",L,111,0,0.0
"Isztimér",002,"Isztimér - 002",J,59,0,0.0
"Isztimér",002,"Isztimér - 002",L,59,0,0.0
"Jenő",001,"Jenő - 001",J,633,0,0.0
"Kajászó",001,"Kajászó - 001",J,600,0,0.0
"Kápolnásnyék",003,"Kápolnásnyék - 003",L,250,0,0.0
"Kincsesbánya",001,"Kincsesbánya - 001",L,372,0,0.0
"Kisláng",002,"Kisláng - 002",L,594,0,0.0
"Lajoskomárom",002,"Lajoskomárom - 002",L,30,0,0.0
"Lovasberény",003,"Lovasberény - 003",L,522,0,0.0
Nagyvenyim,001,"Nagyvenyim - 001",J,560,0,0.0
Nagyvenyim,001,"Nagyvenyim - 001",L,560,0,0.0
"Nádasdladány",001,"Nádasdladány - 001",J,267,0,0.0
"Polgárdi",007,"Polgárdi - 007",L,118,0,0.0
"Sárbogárd",015,"Sárbogárd - 015",J,141,0,0.0
"Szabadhídvég",002,"Szabadhídvég - 002",J,45,0,0.0
"Szabadhídvég",002,"Szabadhídvég - 002",L,45,0,0.0
"Székesfehérvár",005,"Székesfehérvár - 005",J,514,0,0.0
"Székesfehérvár",005,"Székesfehérvár - 005",L,522,0,0.0
"Székesfehérvár",010,"Székesfehérvár - 010",J,592,0,0.0
"Székesfehérvár",031,"Székesfehérvár - 031",L,610,0,0.0
"Székesfehérvár",052,"Székesfehérvár - 052",L,494,0,0.0
"Székesfehérvár",060,"Székesfehérvár - 060",L,433,0,0.0
"Székesfehérvár",064,"Székesfehérvár - 064",L,788,0,0.0
"Székesfehérvár",065,"Székesfehérvár - 065",J,565,0,0.0
"Székesfehérvár",075,"Székesfehérvár - 075",L,270,0,0.0
"Székesfehérvár",079,"Székesfehérvár - 079",L,684,0,0.0
"Vál",003,"Vál - 003",J,443,0,0.0
"Zichyújfalu",001,"Zichyújfalu - 001",L,494,0,0.0
Barbacs,001,"Barbacs - 001",L,418,0,0.0
Beled,003,"Beled - 003",L,187,0,0.0
Bezi,001,"Bezi - 001",L,293,0,0.0
"Bőny",003,"Bőny - 003",J,125,0,0.0
"Csér",001,"Csér - 001",J,26,0,0.0
"Csér",001,"Csér - 001",L,26,0,0.0
"Dénesfa",001,"Dénesfa - 001",J,226,0,0.0
"Dör",001,"Dör - 001",L,362,0,0.0
"Ebergőc",001,"Ebergőc - 001",L,96,0,0.0
Edve,001,"Edve - 001",J,80,0,0.0
Edve,001,"Edve - 001",L,80,0,0.0
"Fertőboz",001,"Fertőboz - 001",J,177,0,0.0
"Fertőd",004,"Fertőd - 004",J,69,0,0.0
"Fertőhomok",001,"Fertőhomok - 001",J,453,0,0.0
"Fertőhomok",001,"Fertőhomok - 001",L,453,0,0.0
"Gyalóka",001,"Gyalóka - 001",J,42,0,0.0
"Gyalóka",001,"Gyalóka - 001",L,42,0,0.0
"Gyóró",001,"Gyóró - 001",J,225,0,0.0
"Győr",012,"Győr - 012",J,547,0,0.0
"Győr",046,"Győr - 046",J,633,0,0.0
"Győr",054,"Győr - 054",L,789,0,0.0
"Győr",072,"Győr - 072",L,724,0,0.0
"Győr",077,"Győr - 077",L,877,0,0.0
"Halászi",003,"Halászi - 003",J,93,0,0.0
"Halászi",003,"Halászi - 003",L,93,0,0.0
"Hidegség",001,"Hidegség - 001",J,260,0,0.0
Himod,001,"Himod - 001",J,400,0,0.0
"Hövej",001,"Hövej - 001",J,205,0,0.0
Kisbabot,001,"Kisbabot - 001",J,149,0,0.0
"Maglóca",001,"Maglóca - 001",J,51,0,0.0
"Maglóca",001,"Maglóca - 001",L,51,0,0.0
"Markotabödöge",001,"Markotabödöge - 001",L,263,0,0.0
"Mérges",001,"Mérges - 001",J,61,0,0.0
"Mérges",001,"Mérges - 001",L,61,0,0.0
"Mosonmagyaróvár",012,"Mosonmagyaróvár - 012",J,541,0,0.0
"Öttevény",003,"Öttevény - 003",L,540,0,0.0
"Pásztori",001,"Pásztori - 001",L,180,0,0.0
"Rábacsécsény",001,"Rábacsécsény - 001",J,354,0,0.0
"Rábasebes",001,"Rábasebes - 001",J,50,0,0.0
"Rábasebes",001,"Rábasebes - 001",L,50,0,0.0
"Répceszemere",001,"Répceszemere - 001",J,163,0,0.0
"Répcevis",001,"Répcevis - 001",J,239,0,0.0
"Répcevis",001,"Répcevis - 001",L,239,0,0.0
"Sarród",002,"Sarród - 002",J,149,0,0.0
Sobor,001,"Sobor - 001",J,165,0,0.0
Sobor,001,"Sobor - 001",L,165,0,0.0
Sopron,008,"Sopron - 008",L,616,0,0.0
Szakony,001,"Szakony - 001",L,249,0,0.0
Vadosfa,001,"Vadosfa - 001",J,67,0,0.0
Vadosfa,001,"Vadosfa - 001",L,67,0,0.0
"Vág",001,"Vág - 001",L,319,0,0.0
"Vének",001,"Vének - 001",J,107,0,0.0
"Vének",001,"Vének - 001",L,107,0,0.0
"Völcsej",001,"Völcsej - 001",L,249,0,0.0
"Zsebeháza",001,"Zsebeháza - 001",J,84,0,0.0
Zsira,001,"Zsira - 001",L,394,0,0.0
"Balmazújváros",017,"Balmazújváros - 017",J,48,0,0.0
"Balmazújváros",017,"Balmazújváros - 017",L,48,0,0.0
"Berettyóújfalu",001,"Berettyóújfalu - 001",J,602,0,0.0
"Berettyóújfalu",002,"Berettyóújfalu - 002",J,468,0,0.0
"Berettyóújfalu",009,"Berettyóújfalu - 009",L,577,0,0.0
"Bihardancsháza",001,"Bihardancsháza - 001",J,106,0,0.0
"Bihardancsháza",001,"Bihardancsháza - 001",L,106,0,0.0
Biharkeresztes,002,"Biharkeresztes - 002",J,376,0,0.0
Debrecen,006,"Debrecen - 006",J,616,0,0.0
Debrecen,015,"Debrecen - 015",L,687,0,0.0
Debrecen,057,"Debrecen - 057",J,303,0,0.0
Debrecen,077,"Debrecen - 077",L,648,0,0.0
Debrecen,128,"Debrecen - 128",L,1012,0,0.0
Debrecen,135,"Debrecen - 135",J,935,0,0.0
Debrecen,137,"Debrecen - 137",L,495,0,0.0
Derecske,005,"Derecske - 005",J,590,0,0.0
"Fülöp",002,"Fülöp - 002",J,229,0,0.0
"Hajdúböszörmény",013,"Hajdúböszörmény - 013",J,451,0,0.0
"Hajdúszoboszló",010,"Hajdúszoboszló - 010",L,596,0,0.0
"Komádi",008,"Komádi - 008",L,44,0,0.0
"Körösszegapáti",002,"Körösszegapáti - 002",J,50,0,0.0
"Létavértes",001,"Létavértes - 001",J,594,0,0.0
"Létavértes",001,"Létavértes - 001",L,592,0,0.0
"Mikepércs",001,"Mikepércs - 001",J,557,0,0.0
"Mikepércs",003,"Mikepércs - 003",L,611,0,0.0
Nagyhegyes,002,"Nagyhegyes - 002",L,752,0,0.0
"Nyíracsád",005,"Nyíracsád - 005",J,43,0,0.0
"Nyíracsád",005,"Nyíracsád - 005",L,43,0,0.0
"Püspökladány",009,"Püspökladány - 009",L,619,0,0.0
Szerep,002,"Szerep - 002",L,40,0,0.0
Apc,002,"Apc - 002",L,383,0,0.0
Eger,012,"Eger - 012",L,736,0,0.0
Eger,022,"Eger - 022",J,835,0,0.0
Eger,026,"Eger - 026",J,640,0,0.0
Eger,026,"Eger - 026",L,641,0,0.0
Eger,043,"Eger - 043",J,508,0,0.0
Erk,001,"Erk - 001",J,369,0,0.0
"Füzesabony",006,"Füzesabony - 006",L,418,0,0.0
"Gyöngyössolymos",001,"Gyöngyössolymos - 001",J,498,0,0.0
"Kál",004,"Kál - 004",J,278,0,0.0
"Kál",004,"Kál - 004",L,278,0,0.0
"Kisfüzes",001,"Kisfüzes - 001",L,94,0,0.0
"Lőrinci",004,"Lőrinci - 004",J,475,0,0.0
"Lőrinci",005,"Lőrinci - 005",L,520,0,0.0
"Maklár",002,"Maklár - 002",L,475,0,0.0
"Mezőszemere",001,"Mezőszemere - 001",L,510,0,0.0
"Nagytálya",001,"Nagytálya - 001",L,515,0,0.0
Sirok,002,"Sirok - 002",L,435,0,0.0
Szajla,001,"Szajla - 001",L,120,0,0.0
"Szúcs",001,"Szúcs - 001",J,127,0,0.0
"Szúcs",002,"Szúcs - 002",L,60,0,0.0
"Cibakháza",004,"Cibakháza - 004",J,67,0,0.0
"Cibakháza",004,"Cibakháza - 004",L,68,0,0.0
Hunyadfalva,001,"Hunyadfalva - 001",J,80,0,0.0
"Jászjákóhalma",001,"Jászjákóhalma - 001",J,552,0,0.0
"Jászjákóhalma",003,"Jászjákóhalma - 003",J,485,0,0.0
"Jászjákóhalma",003,"Jászjákóhalma - 003",L,485,0,0.0
Kengyel,005,"Kengyel - 005",J,141,0,0.0
Kengyel,005,"Kengyel - 005",L,141,0,0.0
"Kőtelek",002,"Kőtelek - 002",J,362,0,0.0
"Kunszentmárton",005,"Kunszentmárton - 005",J,412,0,0.0
"Nagykörű",002,"Nagykörű - 002",L,388,0,0.0
"Szelevény",002,"Szelevény - 002",L,114,0,0.0
Szolnok,013,"Szolnok - 013",J,557,0,0.0
Szolnok,013,"Szolnok - 013",L,556,0,0.0
Szolnok,026,"Szolnok - 026",L,532,0,0.0
Szolnok,028,"Szolnok - 028",J,557,0,0.0
Szolnok,044,"Szolnok - 044",L,848,0,0.0
"Zagyvarékas",005,"Zagyvarékas - 005",J,296,0,0.0
"Zagyvarékas",005,"Zagyvarékas - 005",L,296,0,0.0
"Ács",002,"Ács - 002",J,450,0,0.0
"Ács",006,"Ács - 006",J,437,0,0.0
Csatka,001,"Csatka - 001",J,142,0,0.0
"Csép",001,"Csép - 001",L,178,0,0.0
Dorog,005,"Dorog - 005",J,535,0,0.0
Dorog,007,"Dorog - 007",L,513,0,0.0
"Epöl",001,"Epöl - 001",L,377,0,0.0
Esztergom,001,"Esztergom - 001",J,602,0,0.0
Esztergom,010,"Esztergom - 010",J,542,0,0.0
Esztergom,010,"Esztergom - 010",L,541,0,0.0
Esztergom,016,"Esztergom - 016",L,470,0,0.0
Esztergom,021,"Esztergom - 021",L,172,0,0.0
Esztergom,024,"Esztergom - 024",L,600,0,0.0
"Komárom",006,"Komárom - 006",J,623,0,0.0
Mocsa,001,"Mocsa - 001",J,571,0,0.0
"Nyergesújfalu",006,"Nyergesújfalu - 006",J,532,0,0.0
"Sárisáp",003,"Sárisáp - 003",J,481,0,0.0
Tardos,001,"Tardos - 001",J,919,0,0.0
"Tarján",003,"Tarján - 003",L,64,0,0.0
Tata,001,"Tata - 001",L,468,0,0.0
Tata,002,"Tata - 002",J,559,0,0.0
Tata,005,"Tata - 005",J,585,0,0.0
Tata,019,"Tata - 019",J,554,0,0.0
"Tatabánya",019,"Tatabánya - 019",L,848,0,0.0
"Tatabánya",020,"Tatabánya - 020",J,696,0,0.0
"Tatabánya",026,"Tatabánya - 026",J,515,0,0.0
"Tatabánya",032,"Tatabánya - 032",J,588,0,0.0
"Tatabánya",034,"Tatabánya - 034",J,640,0,0.0
"Tatabánya",036,"Tatabánya - 036",J,585,0,0.0
"Tát",003,"Tát - 003",L,522,0,0.0
"Úny",001,"Úny - 001",L,405,0,0.0
"Alsótold",001,"Alsótold - 001",L,167,0,0.0
"Bátonyterenye",006,"Bátonyterenye - 006",L,402,0,0.0
"Bátonyterenye",007,"Bátonyterenye - 007",J,708,0,0.0
"Bátonyterenye",009,"Bátonyterenye - 009",L,413,0,0.0
"Bátonyterenye",012,"Bátonyterenye - 012",J,430,0,0.0
"Bér",001,"Bér - 001",J,190,0,0.0
"Bér",001,"Bér - 001",L,190,0,0.0
Bokor,001,"Bokor - 001",J,77,0,0.0
Bokor,001,"Bokor - 001",L,77,0,0.0
Csesztve,001,"Csesztve - 001",J,166,0,0.0
"Egyházasdengeleg",001,"Egyházasdengeleg - 001",L,252,0,0.0
"Egyházasgerge",001,"Egyházasgerge - 001",L,337,0,0.0
Etes,003,"Etes - 003",J,123,0,0.0
Etes,003,"Etes - 003",L,123,0,0.0
"Felsőtold",001,"Felsőtold - 001",J,77,0,0.0
"Felsőtold",001,"Felsőtold - 001",L,77,0,0.0
"Horpács",001,"Horpács - 001",J,112,0,0.0
Iliny,001,"Iliny - 001",L,104,0,0.0
Karancsalja,001,"Karancsalja - 001",J,423,0,0.0
Karancsalja,001,"Karancsalja - 001",L,423,0,0.0
"Kétbodony",001,"Kétbodony - 001",L,291,0,0.0
"Kisbágyon",001,"Kisbágyon - 001",L,221,0,0.0
"Kisbárkány",001,"Kisbárkány - 001",J,123,0,0.0
"Kisbárkány",001,"Kisbárkány - 001",L,123,0,0.0
Kisecset,001,"Kisecset - 001",J,98,0,0.0
"Kozárd",001,"Kozárd - 001",J,119,0,0.0
"Kozárd",001,"Kozárd - 001",L,119,0,0.0
"Kutasó",001,"Kutasó - 001",J,62,0,0.0
"Ludányhalászi",001,"Ludányhalászi - 001",J,314,0,0.0
"Magyargéc",001,"Magyargéc - 001",J,319,0,0.0
"Mátramindszent",001,"Mátramindszent - 001",L,457,0,0.0
"Mátranovák",002,"Mátranovák - 002",L,280,0,0.0
"Mátraverebély",003,"Mátraverebély - 003",L,132,0,0.0
"Nagykeresztúr",001,"Nagykeresztúr - 001",L,160,0,0.0
"Nagylóc",002,"Nagylóc - 002",J,287,0,0.0
"Nagylóc",003,"Nagylóc - 003",L,47,0,0.0
"Nógrádsipek",001,"Nógrádsipek - 001",L,418,0,0.0
"Palotás",002,"Palotás - 002",L,450,0,0.0
Pusztaberki,001,"Pusztaberki - 001",J,98,0,0.0
Pusztaberki,001,"Pusztaberki - 001",L,98,0,0.0
"Salgótarján",012,"Salgótarján - 012",J,92,0,0.0
"Salgótarján",012,"Salgótarján - 012",L,92,0,0.0
Szanda,002,"Szanda - 002",L,115,0,0.0
Szente,001,"Szente - 001",L,194,0,0.0
"Szécsénke",001,"Szécsénke - 001",L,133,0,0.0
"Szécsény",006,"Szécsény - 006",J,132,0,0.0
Szuha,002,"Szuha - 002",J,61,0,0.0
"Vizslás",001,"Vizslás - 001",J,662,0,0.0
Abony,009,"Abony - 009",J,439,0,0.0
Abony,016,"Abony - 016",J,440,0,0.0
Albertirsa,001,"Albertirsa - 001",J,430,0,0.0
Albertirsa,005,"Albertirsa - 005",L,426,0,0.0
Albertirsa,009,"Albertirsa - 009",L,441,0,0.0
Albertirsa,015,"Albertirsa - 015",L,369,0,0.0
Budakeszi,006,"Budakeszi - 006",L,629,0,0.0
Budakeszi,016,"Budakeszi - 016",L,474,0,0.0
Bugyi,006,"Bugyi - 006",J,124,0,0.0
Bugyi,006,"Bugyi - 006",L,124,0,0.0
Bugyi,007,"Bugyi - 007",J,107,0,0.0
"Cegléd",011,"Cegléd - 011",L,493,0,0.0
Dabas,005,"Dabas - 005",J,563,0,0.0
Dabas,005,"Dabas - 005",L,563,0,0.0
"Dánszentmiklós",003,"Dánszentmiklós - 003",L,203,0,0.0
Domony,003,"Domony - 003",L,258,0,0.0
Dunakeszi,013,"Dunakeszi - 013",L,919,0,0.0
Dunakeszi,023,"Dunakeszi - 023",L,921,0,0.0
"Fót",009,"Fót - 009",L,771,0,0.0
Gomba,003,"Gomba - 003",J,54,0,0.0
Gomba,003,"Gomba - 003",L,54,0,0.0
"Göd",011,"Göd - 011",L,697,0,0.0
"Gödöllő",009,"Gödöllő - 009",L,738,0,0.0
"Gödöllő",028,"Gödöllő - 028",L,852,0,0.0
"Gyömrő",001,"Gyömrő - 001",L,706,0,0.0
"Halásztelek",002,"Halásztelek - 002",L,652,0,0.0
"Hernád",001,"Hernád - 001",L,574,0,0.0
"Hévízgyörk",003,"Hévízgyörk - 003",L,600,0,0.0
Kerepes,007,"Kerepes - 007",L,736,0,0.0
Kistarcsa,008,"Kistarcsa - 008",L,1004,0,0.0
"Kóka",004,"Kóka - 004",L,620,0,0.0
"Maglód",008,"Maglód - 008",L,1040,0,0.0
Monor,002,"Monor - 002",J,436,0,0.0
Monor,003,"Monor - 003",L,620,0,0.0
"Nyáregyháza",003,"Nyáregyháza - 003",J,551,0,0.0
"Ócsa",005,"Ócsa - 005",L,491,0,0.0
"Ócsa",008,"Ócsa - 008",L,97,0,0.0
"Pécel",008,"Pécel - 008",L,658,0,0.0
"Pécel",010,"Pécel - 010",L,657,0,0.0
Pilis,004,"Pilis - 004",L,767,0,0.0
Pilis,008,"Pilis - 008",L,372,0,0.0
"Sóskút",003,"Sóskút - 003",L,609,0,0.0
"Sülysáp",005,"Sülysáp - 005",L,580,0,0.0
"Százhalombatta",006,"Százhalombatta - 006",L,610,0,0.0
"Százhalombatta",014,"Százhalombatta - 014",L,705,0,0.0
Szigethalom,011,"Szigethalom - 011",L,507,0,0.0
"Szigetszentmiklós",005,"Szigetszentmiklós - 005",L,765,0,0.0
"Szigetszentmiklós",013,"Szigetszentmiklós - 013",J,677,0,0.0
"Szigetszentmiklós",027,"Szigetszentmiklós - 027",L,785,0,0.0
"Tápiószőlős",004,"Tápiószőlős - 004",L,347,0,0.0
Telki,001,"Telki - 001",J,616,0,0.0
"Tésa",001,"Tésa - 001",J,55,0,0.0
"Tésa",001,"Tésa - 001",L,55,0,0.0
"Tököl",004,"Tököl - 004",J,714,0,0.0
"Törökbálint",014,"Törökbálint - 014",L,436,0,0.0
Tura,004,"Tura - 004",J,393,0,0.0
Tura,004,"Tura - 004",L,393,0,0.0
Tura,007,"Tura - 007",J,467,0,0.0
"Vác",026,"Vác - 026",L,472,0,0.0
"Vácrátót",002,"Vácrátót - 002",L,558,0,0.0
"Vecsés",015,"Vecsés - 015",L,619,0,0.0
"Veresegyház",014,"Veresegyház - 014",L,651,0,0.0
"Monorierdő",002,"Monorierdő - 002",J,512,0,0.0
"Alsóbogát",001,"Alsóbogát - 001",L,144,0,0.0
Andocs,002,"Andocs - 002",J,71,0,0.0
"Bakháza",001,"Bakháza - 001",J,83,0,0.0
"Bakháza",001,"Bakháza - 001",L,83,0,0.0
"Balatonboglár",004,"Balatonboglár - 004",J,577,0,0.0
"Balatonboglár",006,"Balatonboglár - 006",J,376,0,0.0
Balatonfenyves,001,"Balatonfenyves - 001",J,502,0,0.0
Balatonfenyves,001,"Balatonfenyves - 001",L,501,0,0.0
Balatonfenyves,002,"Balatonfenyves - 002",J,559,0,0.0
Balatonfenyves,002,"Balatonfenyves - 002",L,560,0,0.0
Balatonfenyves,003,"Balatonfenyves - 003",J,75,0,0.0
Balatonfenyves,003,"Balatonfenyves - 003",L,75,0,0.0
"Balatonföldvár",002,"Balatonföldvár - 002",L,751,0,0.0
"Balatonkeresztúr",002,"Balatonkeresztúr - 002",J,410,0,0.0
Balatonszabadi,003,"Balatonszabadi - 003",J,335,0,0.0
Balatonszabadi,003,"Balatonszabadi - 003",L,335,0,0.0
Balatonszabadi,004,"Balatonszabadi - 004",L,355,0,0.0
Barcs,002,"Barcs - 002",L,628,0,0.0
Barcs,009,"Barcs - 009",J,329,0,0.0
"Büssü",001,"Büssü - 001",J,104,0,0.0
"Csákány",001,"Csákány - 001",J,73,0,0.0
"Csákány",001,"Csákány - 001",L,73,0,0.0
"Csombárd",001,"Csombárd - 001",J,141,0,0.0
"Csombárd",001,"Csombárd - 001",L,141,0,0.0
"Csurgó",004,"Csurgó - 004",J,549,0,0.0
Ecseny,001,"Ecseny - 001",J,111,0,0.0
"Felsőmocsolád",001,"Felsőmocsolád - 001",J,193,0,0.0
"Felsőmocsolád",001,"Felsőmocsolád - 001",L,193,0,0.0
Fiad,001,"Fiad - 001",J,77,0,0.0
"Főnyed",001,"Főnyed - 001",J,39,0,0.0
"Főnyed",001,"Főnyed - 001",L,39,0,0.0
"Gadács",001,"Gadács - 001",J,47,0,0.0
"Gadács",001,"Gadács - 001",L,47,0,0.0
"Gölle",002,"Gölle - 002",J,54,0,0.0
"Gölle",002,"Gölle - 002",L,54,0,0.0
Gyugy,001,"Gyugy - 001",J,155,0,0.0
Gyugy,001,"Gyugy - 001",L,155,0,0.0
Hencse,001,"Hencse - 001",L,168,0,0.0
"Hosszúvíz",001,"Hosszúvíz - 001",J,29,0,0.0
"Hosszúvíz",001,"Hosszúvíz - 001",L,29,0,0.0
Kaposgyarmat,001,"Kaposgyarmat - 001",J,66,0,0.0
"Kaposvár",034,"Kaposvár - 034",L,544,0,0.0
"Karád",001,"Karád - 001",L,382,0,0.0
"Kaszó",001,"Kaszó - 001",J,59,0,0.0
Kazsok,001,"Kazsok - 001",J,149,0,0.0
"Kára",001,"Kára - 001",J,27,0,0.0
"Kára",001,"Kára - 001",L,27,0,0.0
"Kéthely",002,"Kéthely - 002",J,340,0,0.0
"Kisbárapáti",001,"Kisbárapáti - 001",L,189,0,0.0
"Lengyeltóti",002,"Lengyeltóti - 002",J,463,0,0.0
"Lengyeltóti",002,"Lengyeltóti - 002",L,463,0,0.0
Libickozma,001,"Libickozma - 001",J,23,0,0.0
Libickozma,001,"Libickozma - 001",L,23,0,0.0
Marcali,001,"Marcali - 001",L,633,0,0.0
Marcali,011,"Marcali - 011",J,56,0,0.0
Marcali,011,"Marcali - 011",L,56,0,0.0
Mernye,001,"Mernye - 001",L,360,0,0.0
Mernye,002,"Mernye - 002",L,277,0,0.0
Mernye,003,"Mernye - 003",J,64,0,0.0
Mernye,003,"Mernye - 003",L,64,0,0.0
"Miklósi",001,"Miklósi - 001",J,117,0,0.0
